Counter,Time,Bin1 MToF,Bin 14,Bin 2,Bin 5,Bin 9,PM10,Bin 8,Bin 0,Checksum,Bin7 MToF,Bin 3,Bin 10,Bin 12,SFR,Bin 15,Bin5 MToF,PM2.5,Pressure,Bin 1,PM1,Bin3 MToF,Bin 13,Bin 4,Bin 7,Bin 6,Bin 11,Temperature,Sampling Period
213,127.64257216453552,0.0,0,0,0,0,0.5944628715515137,0,1,2,0.0,1,0,0,3.623896837234497,0,0.0,0.5810708999633789,,0,0.3276680111885071,9.666666666666666,0,0,0,0,0,,0.5037226676940918
214,128.24581384658813,0.0,0,0,0,0,0.4085114598274231,0,2,2,0.0,0,0,0,3.623896837234497,0,0.0,0.4085042476654053,,0,0.3971666693687439,0.0,0,0,0,0,0,,0.5046186447143555
215,128.84412622451782,5.666666666666667,0,0,0,0,0.7874264121055603,0,0,2,0.0,1,0,0,3.6338741779327393,0,0.0,0.7738754153251648,,1,0.46627384424209595,7.666666666666667,0,0,0,0,0,,0.5040000081062317
216,129.44385504722595,6.333333333333333,0,0,0,0,0.39826032519340515,0,0,1,0.0,0,0,0,3.637868642807007,0,0.0,0.3980538845062256,,1,0.33745256066322327,0.0,0,0,0,0,0,,0.5042133331298828
217,130.0421061515808,9.0,0,0,0,0,0.40097424387931824,0,0,1,0.0,0,0,0,3.6184518337249756,0,0.0,0.40076640248298645,,1,0.33975207805633545,0.0,0,0,0,0,0,,0.5034880042076111
218,130.64209008216858,0.0,0,0,0,0,0.4094897210597992,0,2,2,0.0,0,0,0,3.6184518337249756,0,0.0,0.40948250889778137,,0,0.3981177508831024,0.0,0,0,0,0,0,,0.5041706562042236
219,131.240460395813,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.6184518337249756,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035733580589294
220,131.83932518959045,7.0,0,0,0,0,0.605417013168335,0,1,2,0.0,0,0,0,3.616859197616577,0,0.0,0.605205774307251,,1,0.5385652184486389,0.0,0,0,0,0,0,,0.5041919946670532
221,132.4377086162567,0.0,0,0,0,0,0.801010012626648,0,2,3,0.0,1,0,0,3.616859197616577,0,0.0,0.7875820398330688,,0,0.5278751850128174,11.666666666666666,0,0,0,0,0,,0.5034880042076111
222,133.03760743141174,0.0,0,0,0,0,0.40963536500930786,0,2,2,0.0,0,0,0,3.616859197616577,0,0.0,0.40962812304496765,,0,0.39825937151908875,0.0,0,0,0,0,0,,0.5042133331298828
223,133.63618922233582,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.616859197616577,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5036799907684326
224,134.23591470718384,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.616859197616577,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504149317741394
225,134.83440732955933,0.0,0,0,0,0,0.428708016872406,0,0,1,0.0,0,0,0,3.616859197616577,0,0.0,0.3885205388069153,,0,0.07423019409179688,0.0,0,1,0,0,0,,0.5034453272819519
226,135.44632816314697,0.0,0,0,0,0,0.8553138971328735,0,0,2,0.0,0,0,0,3.616859197616577,0,0.0,0.7751359939575195,,0,0.14809639751911163,0.0,0,2,0,0,0,,0.5046826601028442
227,136.04420137405396,8.333333333333334,0,0,0,0,0.40226924419403076,0,0,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.40206071734428406,,1,0.340849369764328,0.0,0,0,0,0,0,,0.5039146542549133
228,136.6483874320984,0.0,0,0,0,0,0.2054150104522705,0,1,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.2054113894701004,,0,0.1997104287147522,0.0,0,0,0,0,0,,0.5045760273933411
229,137.25064420700073,0.0,0,1,0,0,0.9149784445762634,0,1,2,0.0,0,0,0,3.6037492752075195,0,0.0,0.9103060364723206,,0,0.6161156296730042,0.0,0,0,0,0,0,,0.5039786696434021
230,137.85314083099365,0.0,0,0,0,0,0.20542369782924652,0,1,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.20542007684707642,,0,0.1997188776731491,0.0,0,0,0,0,0,,0.5045546889305115
231,138.45149040222168,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.6037492752075195,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039786696434021
232,139.0524332523346,7.666666666666667,0,0,1,0,1.093422293663025,0,0,2,0.0,0,0,0,3.5966689586639404,0,13.666666666666666,0.9406176209449768,,1,0.38793858885765076,0.0,0,0,0,0,0,,0.5048320293426514
233,139.652667760849,8.333333333333334,0,0,0,0,0.40425989031791687,0,0,1,0.0,0,0,0,3.584031343460083,0,0.0,0.404050350189209,,1,0.3425360918045044,0.0,0,0,0,0,0,,0.5041919946670532
234,140.25165605545044,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.584031343460083,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038506388664246
235,140.8502552509308,9.0,0,0,0,0,0.40700504183769226,0,0,1,0.0,0,0,0,3.5660440921783447,0,0.0,0.4067940413951874,,1,0.34486207365989685,0.0,0,0,0,0,0,,0.5033173561096191
236,141.44977712631226,0.0,0,0,0,0,1.8166695833206177,0,0,1,0.0,0,0,0,3.5660440921783447,0,0.0,0.8837994933128357,,0,0.01977773942053318,0.0,0,0,0,1,0,,0.5046186447143555
237,142.04751682281494,9.666666666666666,0,0,0,0,0.619198203086853,0,1,2,0.0,0,0,0,3.542956590652466,0,0.0,0.6189821362495422,,1,0.5508245825767517,0.0,0,0,0,0,0,,0.5032533407211304
238,142.64606022834778,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038933157920837
239,143.24453735351562,0.0,0,0,1,0,0.9131442308425903,0,1,2,0.0,0,0,0,3.542956590652466,0,7.0,0.7577648758888245,,0,0.251540869474411,0.0,0,0,0,0,0,,0.5033173561096191
240,143.84300255775452,0.0,0,0,0,0,0.4184809625148773,0,2,2,0.0,0,0,0,3.542956590652466,0,0.0,0.41847357153892517,,0,0.40685930848121643,0.0,0,0,0,0,0,,0.5038506388664246
241,144.44181513786316,0.0,0,0,0,0,4.8872294425964355,0,1,2,12.333333333333334,0,0,0,3.542956590652466,0,0.0,1.1650407314300537,,0,0.20835117995738983,0.0,0,0,1,0,0,,0.5034026503562927
242,145.04045414924622,0.0,0,0,0,0,5.069930553436279,0,0,2,9.666666666666666,1,0,0,3.542956590652466,0,0.0,1.3391022682189941,,0,0.13631169497966766,13.0,0,0,1,0,0,,0.50408536195755
243,145.63889741897583,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034880042076111
244,146.23884439468384,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5041066408157349
245,146.8382797241211,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5032960176467896
246,147.43708157539368,0.0,0,0,0,0,0.20914305746555328,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.2091393619775772,,0,0.20333492755889893,0.0,0,0,0,0,0,,0.50408536195755
247,148.0355725288391,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035520195960999
248,148.64414763450623,0.0,0,0,0,0,0.3984125256538391,0,0,1,0.0,1,0,0,3.542956590652466,0,0.0,0.38472992181777954,,0,0.13156093657016754,13.0,0,0,0,0,0,,0.504149317741394
249,149.2427670955658,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034453272819519
250,149.85248184204102,0.0,0,0,1,0,0.9119459390640259,0,1,2,0.0,0,0,0,3.542956590652466,0,9.666666666666666,0.7567705512046814,,0,0.2512107789516449,0.0,0,0,0,0,0,,0.5039786696434021
251,150.45104837417603,0.0,0,0,0,0,0.2094089388847351,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20940524339675903,,0,0.2035934329032898,0.0,0,0,0,0,0,,0.5034453272819519
252,151.04950404167175,0.0,0,1,0,0,0.7215215563774109,0,0,1,0.0,0,0,0,3.542956590652466,0,0.0,0.7167724370956421,,0,0.42332738637924194,0.0,0,0,0,0,0,,0.5039573311805725
253,151.64823150634766,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034666657447815
254,152.24821376800537,0.0,0,0,0,0,0.2090722769498825,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20906858146190643,,0,0.20326611399650574,0.0,0,0,0,0,0,,0.504256010055542
255,152.84673404693604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035733580589294
256,153.44660568237305,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504256010055542
257,154.05732989311218,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034453272819519
258,154.65620708465576,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5042346715927124
259,155.26452088356018,0.0,0,0,0,0,0.20936456322669983,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20936086773872375,,0,0.2035502940416336,0.0,0,0,0,0,0,,0.5035520195960999
260,155.866304397583,0.0,0,1,0,0,1.117814540863037,0,0,2,0.0,1,0,0,3.542956590652466,0,0.0,1.0994150638580322,,0,0.5538131594657898,11.666666666666666,0,0,0,0,0,,0.5049813389778137
261,156.46823525428772,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039573311805725
262,157.06801223754883,0.0,0,0,1,0,1.347764015197754,0,1,3,0.0,0,0,0,3.542956590652466,0,22.333333333333332,1.1518052816390991,,0,0.32657739520072937,0.0,0,1,0,0,0,,0.5044906735420227
263,157.6702208518982,0.0,0,0,0,0,0.20915190875530243,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20914821326732635,,0,0.20334354043006897,0.0,0,0,0,0,0,,0.5040640234947205
264,158.27259874343872,0.0,0,1,0,0,1.3467158079147339,0,3,4,0.0,0,0,0,3.542956590652466,0,0.0,1.3419640064239502,,0,1.0316529273986816,0.0,0,0,0,0,0,,0.5048533082008362
265,158.8748242855072,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039573311805725
266,159.4772617816925,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5044053196907043
267,160.0774645805359,0.0,0,1,0,0,0.931506335735321,0,1,2,0.0,0,0,0,3.542956590652466,0,0.0,0.926749587059021,,0,0.6272450089454651,0.0,0,0,0,0,0,,0.5035306811332703
268,160.67950081825256,0.0,0,0,0,0,0.6069126725196838,0,1,2,0.0,1,0,0,3.542956590652466,0,0.0,0.5932402014732361,,0,0.3345303535461426,17.0,0,0,0,0,0,,0.5046613216400146
269,161.2777876853943,0.0,0,0,0,0,0.20919618010520935,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20919249951839447,,0,0.203386589884758,0.0,0,0,0,0,0,,0.5039573311805725
270,161.8803939819336,0.0,0,0,0,0,0.20893967151641846,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20893599092960358,,0,0.20313720405101776,0.0,0,0,0,0,0,,0.5045760273933411
271,162.48287510871887,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504149317741394
272,163.0855576992035,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038506388664246
273,163.68485355377197,0.0,0,1,1,0,1.4244909286499023,0,0,2,0.0,0,0,0,3.542956590652466,0,39.0,1.2645431756973267,,0,0.4712221026420593,0.0,0,0,0,0,0,,0.5038933157920837
274,164.29257798194885,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038293600082397
275,164.89086723327637,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5029546618461609
276,165.49097847938538,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5037013292312622
277,166.08996605873108,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035306811332703
278,166.69189715385437,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038080215454102
279,167.29911732673645,0.0,0,0,0,0,0.2094799429178238,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20947624742984772,,0,0.2036624699831009,0.0,0,0,0,0,0,,0.50327467918396
280,167.89957213401794,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5044479966163635
281,168.4979691505432,0.0,0,0,0,0,0.4185163676738739,0,2,2,0.0,0,0,0,3.542956590652466,0,0.0,0.41850900650024414,,0,0.4068937301635742,0.0,0,0,0,0,0,,0.5038080215454102
282,169.10045433044434,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5046826601028442
283,169.6987612247467,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039573311805725
284,170.29871582984924,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5044479966163635
285,170.900785446167,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038293600082397
286,171.50320672988892,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5045120120048523
287,172.1053273677826,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038719773292542
288,172.70800924301147,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5048320293426514
289,173.31024074554443,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5041919946670532
290,173.91218900680542,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5043839812278748
291,174.511239528656,0.0,0,0,0,0,0.41865822672843933,0,2,2,0.0,0,0,0,3.542956590652466,0,0.0,0.4186508357524872,,0,0.4070316553115845,0.0,0,0,0,0,0,,0.5036373138427734
292,175.1139211654663,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5041279792785645
293,175.72096490859985,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034026503562927
294,176.32990336418152,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5041919946670532
295,176.94318532943726,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034666657447815
296,177.54125881195068,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034880042076111
297,178.13966917991638,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5031039714813232
298,178.73929953575134,0.0,0,0,0,0,0.20895735919475555,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20895366370677948,,0,0.20315438508987427,0.0,0,0,0,0,0,,0.5045333504676819
299,179.34144735336304,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039146542549133
300,179.94257497787476,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5045546889305115
301,180.5447645187378,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039359927177429
302,181.14731121063232,0.0,0,0,0,0,1.8278121948242188,0,0,1,0.0,0,0,0,3.542956590652466,0,0.0,0.8892203569412231,,0,0.019899047911167145,0.0,0,0,0,1,0,,0.5048106908798218
303,181.74932098388672,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039146542549133
304,182.35190057754517,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504746675491333
305,182.95109963417053,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5037013292312622
306,183.55120468139648,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5049600005149841
307,184.1656904220581,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035946369171143
308,184.76790761947632,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039573311805725
309,185.36641645431519,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035093426704407
310,185.96636629104614,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504256010055542
311,186.57355451583862,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5037226676940918
312,187.17651534080505,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5050453543663025
313,187.77726006507874,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038719773292542
314,188.3774106502533,0.0,0,1,0,0,0.7203018665313721,0,0,1,0.0,0,0,0,3.542956590652466,0,0.0,0.715560793876648,,0,0.4226117730140686,0.0,0,0,0,0,0,,0.5048106908798218
315,188.97957110404968,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039359927177429
316,189.5788643360138,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038293600082397
317,190.18359994888306,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5033386945724487
318,190.78275299072266,0.0,0,0,0,0,0.2089838683605194,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20898017287254333,,0,0.20318016409873962,0.0,0,0,0,0,0,,0.5044693350791931
319,191.38446712493896,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034239888191223
320,191.98356175422668,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5047893524169922
321,192.5856590270996,0.0,0,0,0,0,0.20921391248703003,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20921021699905396,,0,0.20340381562709808,0.0,0,0,0,0,0,,0.5039146542549133
322,193.1884434223175,0.0,0,0,0,0,2.035536766052246,0,1,2,0.0,0,0,0,3.542956590652466,0,0.0,1.0974563360214233,,0,0.22281943261623383,0.0,0,0,0,1,0,,0.5050879716873169
323,193.78983616828918,0.0,0,1,0,0,0.7223471999168396,0,0,1,0.0,0,0,0,3.542956590652466,0,0.0,0.7175926566123962,,0,0.42381182312965393,0.0,0,0,0,0,0,,0.5033813118934631
324,194.40022110939026,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5045760273933411
325,195.00090265274048,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038080215454102
326,195.60324692726135,0.0,0,0,0,0,0.20886020362377167,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.2088565230369568,,0,0.20305994153022766,0.0,0,0,0,0,0,,0.5047680139541626
327,196.20713257789612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5031466484069824
328,196.81780648231506,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5048320293426514
329,197.41875076293945,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038933157920837
330,198.02143120765686,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5048533082008362
331,198.62228798866272,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039573311805725
332,199.22203254699707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5044266581535339
333,199.82434701919556,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038719773292542
334,200.4269881248474,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5049600005149841
335,201.02885389328003,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038506388664246
336,201.63253927230835,5.0,0,1,0,0,1.1240073442459106,0,0,2,0.0,0,0,0,3.559401750564575,0,0.0,1.1190754175186157,,1,0.7654663324356079,0.0,0,0,0,0,0,,0.5045973062515259
337,202.23473525047302,0.0,0,0,0,0,0.20819440484046936,0,1,1,0.0,0,0,0,3.559401750564575,0,0.0,0.20819072425365448,,0,0.20241262018680573,0.0,0,0,0,0,0,,0.5040426850318909
338,202.8370931148529,0.0,0,0,0,0,4.645558834075928,0,0,1,11.0,0,0,0,3.559401750564575,0,0.0,0.9490307569503784,,0,0.00470780348405242,0.0,0,0,1,0,0,,0.5045546889305115
339,203.44578170776367,0.0,0,0,0,0,0.43585005402565,0,0,1,0.0,0,0,0,3.559401750564575,0,0.0,0.3949930667877197,,0,0.0754668265581131,0.0,0,1,0,0,0,,0.5031893253326416
340,204.05523252487183,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.559401750564575,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504917323589325
341,204.6561393737793,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.559401750564575,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039146542549133
342,205.25777530670166,0.0,0,0,0,0,0.20830020308494568,0,1,1,0.0,0,0,0,3.559401750564575,0,0.0,0.2082965224981308,,0,0.20251548290252686,0.0,0,0,0,0,0,,0.5037866830825806
343,205.85638117790222,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.559401750564575,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034026503562927
344,206.45543432235718,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.559401750564575,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5044053196907043
